Survived,Pclass,Age,Fare,Family,Is_alone,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Name_Info_Master.,Name_Info_Miss.,Name_Info_Mr.,Name_Info_Mrs.,Name_Info_Other.
0,3,29,69,10,1,1,0,0,0,1,0,1,0,0,0
0,2,24,13,0,0,0,1,0,0,1,0,0,1,0,0
1,2,42,13,0,0,1,0,0,0,1,0,0,0,1,0
1,2,27,13,1,1,1,0,1,0,0,0,1,0,0,0
0,1,31,50,0,0,0,1,0,0,1,0,0,1,0,0
0,3,29,9,0,0,0,1,0,0,1,0,0,1,0,0
1,3,4,11,2,1,0,1,0,0,1,1,0,0,0,0
0,3,26,7,0,0,0,1,0,0,1,0,0,1,0,0
1,1,47,52,2,1,1,0,0,0,1,0,0,0,1,0
0,1,33,5,0,0,0,1,0,0,1,0,0,1,0,0
0,3,47,9,0,0,0,1,0,0,1,0,0,1,0,0
1,2,28,24,1,1,1,0,1,0,0,0,0,0,1,0
1,3,15,7,0,0,1,0,1,0,0,0,1,0,0,0
0,3,20,9,0,0,0,1,0,0,1,0,0,1,0,0
0,3,19,7,0,0,0,1,0,0,1,0,0,1,0,0
0,3,29,7,0,0,0,1,0,0,1,0,0,1,0,0
1,1,56,83,1,1,1,0,1,0,0,0,0,0,1,0
1,2,25,26,1,1,1,0,0,0,1,0,0,0,1,0
0,3,33,7,0,0,0,1,0,0,1,0,0,1,0,0
0,3,22,10,0,0,1,0,0,0,1,0,1,0,0,0
0,2,28,10,0,0,0,1,0,0,1,0,0,1,0,0
0,3,25,7,0,0,0,1,0,0,1,0,0,1,0,0
0,3,39,29,5,1,1,0,0,1,0,0,0,0,1,0
0,2,27,13,0,0,0,1,0,0,1,0,0,0,0,1
1,1,19,30,0,0,1,0,0,0,1,0,1,0,0,0
0,3,29,23,3,1,1,0,0,0,1,0,1,0,0,0
1,1,26,30,0,0,0,1,1,0,0,0,0,1,0,0
0,3,32,7,0,0,0,1,0,1,0,0,0,1,0,0
